state,read,write,move,next_state
SELECT_D2_0_0,0,0,R,MARK_NEXT_0_L
SELECT_D2_0_0,1,1,R,MARK_NEXT_0_R
SELECT_D2_0_0,#,#,R,SELECT_D2_0_0
SELECT_D2_0_0,C0,C0,R,SELECT_D2_0_0
SELECT_D2_0_0,C1,C1,R,SELECT_D2_0_0
SELECT_D2_0_0,A0,A0,R,SELECT_D2_0_0
SELECT_D2_0_0,A1,A1,R,SELECT_D2_0_0
SELECT_D2_0_0,N,N,R,SELECT_D2_0_0
SELECT_D2_0_0,X,X,R,SELECT_D2_0_0
SELECT_D2_0_0,T,T,R,SELECT_D2_0_0
SELECT_D2_0_0,Z,Z,R,SELECT_D2_0_0
SELECT_D2_0_0,hL,hL,R,SELECT_D2_0_0
SELECT_D2_0_0,hb,hb,R,SELECT_D2_0_0
SELECT_D2_0_0,h0,h0,R,SELECT_D2_0_0
SELECT_D2_0_0,h1,h1,R,SELECT_D2_0_0
SELECT_D2_0_1,B,B,R,SELECT_D2_0_1
SELECT_D2_0_1,0,0,R,MARK_NEXT_0_S
SELECT_D2_0_1,1,1,R,SELECT_D2_0_1
SELECT_D2_0_1,#,#,R,SELECT_D2_0_1
SELECT_D2_0_1,C0,C0,R,SELECT_D2_0_1
SELECT_D2_0_1,C1,C1,R,SELECT_D2_0_1
SELECT_D2_0_1,A0,A0,R,SELECT_D2_0_1
SELECT_D2_0_1,A1,A1,R,SELECT_D2_0_1
SELECT_D2_0_1,N,N,R,SELECT_D2_0_1
SELECT_D2_0_1,X,X,R,SELECT_D2_0_1
SELECT_D2_0_1,T,T,R,SELECT_D2_0_1
SELECT_D2_0_1,Z,Z,R,SELECT_D2_0_1
SELECT_D2_0_1,hL,hL,R,SELECT_D2_0_1
SELECT_D2_0_1,hb,hb,R,SELECT_D2_0_1
SELECT_D2_0_1,h0,h0,R,SELECT_D2_0_1
SELECT_D2_0_1,h1,h1,R,SELECT_D2_0_1
SELECT_D2_1_0,B,B,R,SELECT_D2_1_0
SELECT_D2_1_0,0,0,R,MARK_NEXT_1_L
SELECT_D2_1_0,1,1,R,MARK_NEXT_1_R
SELECT_D2_1_0,#,#,R,SELECT_D2_1_0
SELECT_D2_1_0,C0,C0,R,SELECT_D2_1_0
SELECT_D2_1_0,C1,C1,R,SELECT_D2_1_0
SELECT_D2_1_0,A0,A0,R,SELECT_D2_1_0
SELECT_D2_1_0,A1,A1,R,SELECT_D2_1_0
SELECT_D2_1_0,N,N,R,SELECT_D2_1_0
SELECT_D2_1_0,X,X,R,SELECT_D2_1_0
SELECT_D2_1_0,T,T,R,SELECT_D2_1_0
SELECT_D2_1_0,Z,Z,R,SELECT_D2_1_0
SELECT_D2_1_0,hL,hL,R,SELECT_D2_1_0
SELECT_D2_1_0,hb,hb,R,SELECT_D2_1_0
SELECT_D2_1_0,h0,h0,R,SELECT_D2_1_0
SELECT_D2_1_0,h1,h1,R,SELECT_D2_1_0
SELECT_D2_1_1,B,B,R,SELECT_D2_1_1
SELECT_D2_1_1,0,0,R,MARK_NEXT_1_S
SELECT_D2_1_1,1,1,R,SELECT_D2_1_1
SELECT_D2_1_1,#,#,R,SELECT_D2_1_1
SELECT_D2_1_1,C0,C0,R,SELECT_D2_1_1
SELECT_D2_1_1,C1,C1,R,SELECT_D2_1_1
SELECT_D2_1_1,A0,A0,R,SELECT_D2_1_1
SELECT_D2_1_1,A1,A1,R,SELECT_D2_1_1
SELECT_D2_1_1,N,N,R,SELECT_D2_1_1
SELECT_D2_1_1,X,X,R,SELECT_D2_1_1
SELECT_D2_1_1,T,T,R,SELECT_D2_1_1
SELECT_D2_1_1,Z,Z,R,SELECT_D2_1_1
SELECT_D2_1_1,hL,hL,R,SELECT_D2_1_1
SELECT_D2_1_1,hb,hb,R,SELECT_D2_1_1
SELECT_D2_1_1,h0,h0,R,SELECT_D2_1_1
SELECT_D2_1_1,h1,h1,R,SELECT_D2_1_1
SELECT_D2_B_0,B,B,R,SELECT_D2_B_0
SELECT_D2_B_0,0,0,R,MARK_NEXT_B_L
SELECT_D2_B_0,1,1,R,MARK_NEXT_B_R
SELECT_D2_B_0,#,#,R,SELECT_D2_B_0
SELECT_D2_B_0,C0,C0,R,SELECT_D2_B_0
SELECT_D2_B_0,C1,C1,R,SELECT_D2_B_0
SELECT_D2_B_0,A0,A0,R,SELECT_D2_B_0
SELECT_D2_B_0,A1,A1,R,SELECT_D2_B_0
SELECT_D2_B_0,N,N,R,SELECT_D2_B_0
SELECT_D2_B_0,X,X,R,SELECT_D2_B_0
SELECT_D2_B_0,T,T,R,SELECT_D2_B_0
SELECT_D2_B_0,Z,Z,R,SELECT_D2_B_0
SELECT_D2_B_0,hL,hL,R,SELECT_D2_B_0
SELECT_D2_B_0,hb,hb,R,SELECT_D2_B_0
SELECT_D2_B_0,h0,h0,R,SELECT_D2_B_0
SELECT_D2_B_0,h1,h1,R,SELECT_D2_B_0
SELECT_D2_B_1,B,B,R,SELECT_D2_B_1
SELECT_D2_B_1,0,0,R,MARK_NEXT_B_S
SELECT_D2_B_1,1,1,R,SELECT_D2_B_1
SELECT_D2_B_1,#,#,R,SELECT_D2_B_1
SELECT_D2_B_1,C0,C0,R,SELECT_D2_B_1
SELECT_D2_B_1,C1,C1,R,SELECT_D2_B_1
SELECT_D2_B_1,A0,A0,R,SELECT_D2_B_1
SELECT_D2_B_1,A1,A1,R,SELECT_D2_B_1
SELECT_D2_B_1,N,N,R,SELECT_D2_B_1
SELECT_D2_B_1,X,X,R,SELECT_D2_B_1
SELECT_D2_B_1,T,T,R,SELECT_D2_B_1
SELECT_D2_B_1,Z,Z,R,SELECT_D2_B_1
SELECT_D2_B_1,hL,hL,R,SELECT_D2_B_1
SELECT_D2_B_1,hb,hb,R,SELECT_D2_B_1
SELECT_D2_B_1,h0,h0,R,SELECT_D2_B_1
SELECT_D2_B_1,h1,h1,R,SELECT_D2_B_1
SELECT_D2_L_0,B,B,R,SELECT_D2_L_0
SELECT_D2_L_0,0,0,R,MARK_NEXT_L_L
SELECT_D2_L_0,1,1,R,MARK_NEXT_L_R
SELECT_D2_L_0,#,#,R,SELECT_D2_L_0
SELECT_D2_L_0,C0,C0,R,SELECT_D2_L_0
SELECT_D2_L_0,C1,C1,R,SELECT_D2_L_0
SELECT_D2_L_0,A0,A0,R,SELECT_D2_L_0
SELECT_D2_L_0,A1,A1,R,SELECT_D2_L_0
SELECT_D2_L_0,N,N,R,SELECT_D2_L_0
SELECT_D2_L_0,X,X,R,SELECT_D2_L_0
SELECT_D2_L_0,T,T,R,SELECT_D2_L_0
SELECT_D2_L_0,Z,Z,R,SELECT_D2_L_0
SELECT_D2_L_0,hL,hL,R,SELECT_D2_L_0
SELECT_D2_L_0,hb,hb,R,SELECT_D2_L_0
SELECT_D2_L_0,h0,h0,R,SELECT_D2_L_0
SELECT_D2_L_0,h1,h1,R,SELECT_D2_L_0
SELECT_D2_L_1,B,B,R,SELECT_D2_L_1
SELECT_D2_L_1,0,0,R,MARK_NEXT_L_S
SELECT_D2_L_1,1,1,R,SELECT_D2_L_1
SELECT_D2_L_1,#,#,R,SELECT_D2_L_1
SELECT_D2_L_1,C0,C0,R,SELECT_D2_L_1
SELECT_D2_L_1,C1,C1,R,SELECT_D2_L_1
SELECT_D2_L_1,A0,A0,R,SELECT_D2_L_1
SELECT_D2_L_1,A1,A1,R,SELECT_D2_L_1
SELECT_D2_L_1,N,N,R,SELECT_D2_L_1
SELECT_D2_L_1,X,X,R,SELECT_D2_L_1
SELECT_D2_L_1,T,T,R,SELECT_D2_L_1
SELECT_D2_L_1,Z,Z,R,SELECT_D2_L_1
SELECT_D2_L_1,hL,hL,R,SELECT_D2_L_1
SELECT_D2_L_1,hb,hb,R,SELECT_D2_L_1
SELECT_D2_L_1,h0,h0,R,SELECT_D2_L_1
SELECT_D2_L_1,h1,h1,R,SELECT_D2_L_1
SELECT_W1_0,B,B,R,SELECT_W1_0
SELECT_W1_0,0,0,R,SELECT_W2_0_0
SELECT_W1_0,1,1,R,SELECT_W2_0_1
SELECT_W1_0,#,#,R,SELECT_W1_0
SELECT_W1_0,C0,C0,R,SELECT_W2_0_0
SELECT_W1_0,C1,C1,R,SELECT_W2_0_1
SELECT_W1_0,A0,A0,R,SELECT_W1_0
SELECT_W1_0,A1,A1,R,SELECT_W1_0
SELECT_W1_0,N,N,R,SELECT_W1_0
SELECT_W1_0,X,X,R,SELECT_W1_0
SELECT_W1_0,T,T,R,SELECT_W1_0
SELECT_W1_0,Z,Z,R,SELECT_W1_0
SELECT_W1_0,hL,hL,R,SELECT_W1_0
SELECT_W1_0,hb,hb,R,SELECT_W1_0
SELECT_W1_0,h0,h0,R,SELECT_W1_0
SELECT_W1_0,h1,h1,R,SELECT_W1_0
SELECT_W1_1,B,B,R,SELECT_W1_1
SELECT_W1_1,0,0,R,SELECT_W2_1_0
SELECT_W1_1,1,1,R,SELECT_W2_1_1
SELECT_W1_1,#,#,R,SELECT_W1_1
SELECT_W1_1,C0,C0,R,SELECT_W2_1_0
SELECT_W1_1,C1,C1,R,SELECT_W2_1_1
SELECT_W1_1,A0,A0,R,SELECT_W1_1
SELECT_W1_1,A1,A1,R,SELECT_W1_1
SELECT_W1_1,N,N,R,SELECT_W1_1
SELECT_W1_1,X,X,R,SELECT_W1_1
SELECT_W1_1,T,T,R,SELECT_W1_1
SELECT_W1_1,Z,Z,R,SELECT_W1_1
SELECT_W1_1,hL,hL,R,SELECT_W1_1
SELECT_W1_1,hb,hb,R,SELECT_W1_1
SELECT_W1_1,h0,h0,R,SELECT_W1_1
SELECT_W1_1,h1,h1,R,SELECT_W1_1
SELECT_W1_B,B,B,R,SELECT_W1_B
SELECT_W1_B,0,0,R,SELECT_W2_B_0
SELECT_W1_B,1,1,R,SELECT_W2_B_1
SELECT_W1_B,#,#,R,SELECT_W1_B
SELECT_W1_B,C0,C0,R,SELECT_W2_B_0
SELECT_W1_B,C1,C1,R,SELECT_W2_B_1
SELECT_W1_B,A0,A0,R,SELECT_W1_B
SELECT_W1_B,A1,A1,R,SELECT_W1_B
SELECT_W1_B,N,N,R,SELECT_W1_B
SELECT_W1_B,X,X,R,SELECT_W1_B
SELECT_W1_B,T,T,R,SELECT_W1_B
SELECT_W1_B,Z,Z,R,SELECT_W1_B
SELECT_W1_B,hL,hL,R,SELECT_W1_B
SELECT_W1_B,hb,hb,R,SELECT_W1_B
SELECT_W1_B,h0,h0,R,SELECT_W1_B
SELECT_W1_B,h1,h1,R,SELECT_W1_B
SELECT_W1_L,B,B,R,SELECT_W1_L
SELECT_W1_L,0,0,R,SELECT_W2_L_0
SELECT_W1_L,1,1,R,SELECT_W2_L_1
SELECT_W1_L,#,#,R,SELECT_W1_L
SELECT_W1_L,C0,C0,R,SELECT_W2_L_0
SELECT_W1_L,C1,C1,R,SELECT_W2_L_1
SELECT_W1_L,A0,A0,R,SELECT_W1_L
SELECT_W1_L,A1,A1,R,SELECT_W1_L
SELECT_W1_L,N,N,R,SELECT_W1_L
SELECT_W1_L,X,X,R,SELECT_W1_L
SELECT_W1_L,T,T,R,SELECT_W1_L
SELECT_W1_L,Z,Z,R,SELECT_W1_L
SELECT_W1_L,hL,hL,R,SELECT_W1_L
SELECT_W1_L,hb,hb,R,SELECT_W1_L
SELECT_W1_L,h0,h0,R,SELECT_W1_L
SELECT_W1_L,h1,h1,R,SELECT_W1_L
SELECT_W2_0_0,B,B,R,SELECT_W2_0_0
SELECT_W2_0_0,0,0,R,SELECT_D1_L
SELECT_W2_0_0,1,1,R,SELECT_D1_B
SELECT_W2_0_0,#,#,R,SELECT_W2_0_0
SELECT_W2_0_0,C0,C0,R,SELECT_W2_0_0
SELECT_W2_0_0,C1,C1,R,SELECT_W2_0_0
SELECT_W2_0_0,A0,A0,R,SELECT_W2_0_0
SELECT_W2_0_0,A1,A1,R,SELECT_W2_0_0
SELECT_W2_0_0,N,N,R,SELECT_W2_0_0
SELECT_W2_0_0,X,X,R,SELECT_W2_0_0
SELECT_W2_0_0,T,T,R,SELECT_W2_0_0
SELECT_W2_0_0,Z,Z,R,SELECT_W2_0_0
SELECT_W2_0_0,hL,hL,R,SELECT_W2_0_0
SELECT_W2_0_0,hb,hb,R,SELECT_W2_0_0
SELECT_W2_0_0,h0,h0,R,SELECT_W2_0_0
SELECT_W2_0_0,h1,h1,R,SELECT_W2_0_0
SELECT_W2_0_1,B,B,R,SELECT_W2_0_1
SELECT_W2_0_1,0,0,R,SELECT_D1_0
SELECT_W2_0_1,1,1,R,SELECT_D1_1
SELECT_W2_0_1,#,#,R,SELECT_W2_0_1
SELECT_W2_0_1,C0,C0,R,SELECT_W2_0_1
SELECT_W2_0_1,C1,C1,R,SELECT_W2_0_1
SELECT_W2_0_1,A0,A0,R,SELECT_W2_0_1
SELECT_W2_0_1,A1,A1,R,SELECT_W2_0_1
SELECT_W2_0_1,N,N,R,SELECT_W2_0_1
SELECT_W2_0_1,X,X,R,SELECT_W2_0_1
SELECT_W2_0_1,T,T,R,SELECT_W2_0_1
SELECT_W2_0_1,Z,Z,R,SELECT_W2_0_1
SELECT_W2_0_1,hL,hL,R,SELECT_W2_0_1
SELECT_W2_0_1,hb,hb,R,SELECT_W2_0_1
SELECT_W2_0_1,h0,h0,R,SELECT_W2_0_1
SELECT_W2_0_1,h1,h1,R,SELECT_W2_0_1
SELECT_W2_1_0,B,B,R,SELECT_W2_1_0
SELECT_W2_1_0,0,0,R,SELECT_D1_L
SELECT_W2_1_0,1,1,R,SELECT_D1_B
SELECT_W2_1_0,#,#,R,SELECT_W2_1_0
SELECT_W2_1_0,C0,C0,R,SELECT_W2_1_0
SELECT_W2_1_0,C1,C1,R,SELECT_W2_1_0
SELECT_W2_1_0,A0,A0,R,SELECT_W2_1_0
SELECT_W2_1_0,A1,A1,R,SELECT_W2_1_0
SELECT_W2_1_0,N,N,R,SELECT_W2_1_0
SELECT_W2_1_0,X,X,R,SELECT_W2_1_0
SELECT_W2_1_0,T,T,R,SELECT_W2_1_0
SELECT_W2_1_0,Z,Z,R,SELECT_W2_1_0
SELECT_W2_1_0,hL,hL,R,SELECT_W2_1_0
SELECT_W2_1_0,hb,hb,R,SELECT_W2_1_0
SELECT_W2_1_0,h0,h0,R,SELECT_W2_1_0
SELECT_W2_1_0,h1,h1,R,SELECT_W2_1_0
SELECT_W2_1_1,B,B,R,SELECT_W2_1_1
SELECT_W2_1_1,0,0,R,SELECT_D1_0
SELECT_W2_1_1,1,1,R,SELECT_D1_1
SELECT_W2_1_1,#,#,R,SELECT_W2_1_1
SELECT_W2_1_1,C0,C0,R,SELECT_W2_1_1
SELECT_W2_1_1,C1,C1,R,SELECT_W2_1_1
SELECT_W2_1_1,A0,A0,R,SELECT_W2_1_1
SELECT_W2_1_1,A1,A1,R,SELECT_W2_1_1
SELECT_W2_1_1,N,N,R,SELECT_W2_1_1
SELECT_W2_1_1,X,X,R,SELECT_W2_1_1
SELECT_W2_1_1,T,T,R,SELECT_W2_1_1
SELECT_W2_1_1,Z,Z,R,SELECT_W2_1_1
SELECT_W2_1_1,hL,hL,R,SELECT_W2_1_1
SELECT_W2_1_1,hb,hb,R,SELECT_W2_1_1
SELECT_W2_1_1,h0,h0,R,SELECT_W2_1_1
SELECT_W2_1_1,h1,h1,R,SELECT_W2_1_1
SELECT_W2_B_0,B,B,R,SELECT_W2_B_0
SELECT_W2_B_0,0,0,R,SELECT_D1_L
SELECT_W2_B_0,1,1,R,SELECT_D1_B
SELECT_W2_B_0,#,#,R,SELECT_W2_B_0
SELECT_W2_B_0,C0,C0,R,SELECT_W2_B_0
SELECT_W2_B_0,C1,C1,R,SELECT_W2_B_0
SELECT_W2_B_0,A0,A0,R,SELECT_W2_B_0
SELECT_W2_B_0,A1,A1,R,SELECT_W2_B_0
SELECT_W2_B_0,N,N,R,SELECT_W2_B_0
SELECT_W2_B_0,X,X,R,SELECT_W2_B_0
SELECT_W2_B_0,T,T,R,SELECT_W2_B_0
SELECT_W2_B_0,Z,Z,R,SELECT_W2_B_0
SELECT_W2_B_0,hL,hL,R,SELECT_W2_B_0
SELECT_W2_B_0,hb,hb,R,SELECT_W2_B_0
SELECT_W2_B_0,h0,h0,R,SELECT_W2_B_0
SELECT_W2_B_0,h1,h1,R,SELECT_W2_B_0
SELECT_W2_B_1,B,B,R,SELECT_W2_B_1
SELECT_W2_B_1,0,0,R,SELECT_D1_0
SELECT_W2_B_1,1,1,R,SELECT_D1_1
SELECT_W2_B_1,#,#,R,SELECT_W2_B_1
SELECT_W2_B_1,C0,C0,R,SELECT_W2_B_1
SELECT_W2_B_1,C1,C1,R,SELECT_W2_B_1
SELECT_W2_B_1,A0,A0,R,SELECT_W2_B_1
SELECT_W2_B_1,A1,A1,R,SELECT_W2_B_1
SELECT_W2_B_1,N,N,R,SELECT_W2_B_1
SELECT_W2_B_1,X,X,R,SELECT_W2_B_1
SELECT_W2_B_1,T,T,R,SELECT_W2_B_1
SELECT_W2_B_1,Z,Z,R,SELECT_W2_B_1
SELECT_W2_B_1,hL,hL,R,SELECT_W2_B_1
SELECT_W2_B_1,hb,hb,R,SELECT_W2_B_1
SELECT_W2_B_1,h0,h0,R,SELECT_W2_B_1
SELECT_W2_B_1,h1,h1,R,SELECT_W2_B_1
SELECT_W2_L_0,B,B,R,SELECT_W2_L_0
SELECT_W2_L_0,0,0,R,SELECT_D1_L
SELECT_W2_L_0,1,1,R,SELECT_D1_B
SELECT_W2_L_0,#,#,R,SELECT_W2_L_0
SELECT_W2_L_0,C0,C0,R,SELECT_W2_L_0
SELECT_W2_L_0,C1,C1,R,SELECT_W2_L_0
SELECT_W2_L_0,A0,A0,R,SELECT_W2_L_0
SELECT_W2_L_0,A1,A1,R,SELECT_W2_L_0
SELECT_W2_L_0,N,N,R,SELECT_W2_L_0
SELECT_W2_L_0,X,X,R,SELECT_W2_L_0
SELECT_W2_L_0,T,T,R,SELECT_W2_L_0
SELECT_W2_L_0,Z,Z,R,SELECT_W2_L_0
SELECT_W2_L_0,hL,hL,R,SELECT_W2_L_0
SELECT_W2_L_0,hb,hb,R,SELECT_W2_L_0
SELECT_W2_L_0,h0,h0,R,SELECT_W2_L_0
SELECT_W2_L_0,h1,h1,R,SELECT_W2_L_0
SELECT_W2_L_1,B,B,R,SELECT_W2_L_1
SELECT_W2_L_1,0,0,R,SELECT_D1_0
SELECT_W2_L_1,1,1,R,SELECT_D1_1
SELECT_W2_L_1,#,#,R,SELECT_W2_L_1
SELECT_W2_L_1,C0,C0,R,SELECT_W2_L_1
SELECT_W2_L_1,C1,C1,R,SELECT_W2_L_1
SELECT_W2_L_1,A0,A0,R,SELECT_W2_L_1
SELECT_W2_L_1,A1,A1,R,SELECT_W2_L_1
SELECT_W2_L_1,N,N,R,SELECT_W2_L_1
SELECT_W2_L_1,X,X,R,SELECT_W2_L_1
SELECT_W2_L_1,T,T,R,SELECT_W2_L_1
SELECT_W2_L_1,Z,Z,R,SELECT_W2_L_1
SELECT_W2_L_1,hL,hL,R,SELECT_W2_L_1
SELECT_W2_L_1,hb,hb,R,SELECT_W2_L_1
SELECT_W2_L_1,h0,h0,R,SELECT_W2_L_1
SELECT_W2_L_1,h1,h1,R,SELECT_W2_L_1
SKIP_0_1_D1,B,B,R,SKIP_0_1_D1
SKIP_0_1_D1,0,0,R,SKIP_0_1_D2
SKIP_0_1_D1,1,1,R,SKIP_0_1_D2
SKIP_0_1_D1,#,#,R,SKIP_0_1_D1
SKIP_0_1_D1,C0,C0,R,SKIP_0_1_D1
SKIP_0_1_D1,C1,C1,R,SKIP_0_1_D1
SKIP_0_1_D1,A0,A0,R,SKIP_0_1_D1
SKIP_0_1_D1,A1,A1,R,SKIP_0_1_D1
SKIP_0_1_D1,N,N,R,SKIP_0_1_D1
SKIP_0_1_D1,X,X,R,SKIP_0_1_D1
SKIP_0_1_D1,T,T,R,SKIP_0_1_D1
SKIP_0_1_D1,Z,Z,R,SKIP_0_1_D1
SKIP_0_1_D1,hL,hL,R,SKIP_0_1_D1
SKIP_0_1_D1,hb,hb,R,SKIP_0_1_D1
SKIP_0_1_D1,h0,h0,R,SKIP_0_1_D1
SKIP_0_1_D1,h1,h1,R,SKIP_0_1_D1
SKIP_0_1_D2,B,B,R,SKIP_0_1_D2
SKIP_0_1_D2,0,0,R,SKIP_0_1_NEXT
SKIP_0_1_D2,1,1,R,SKIP_0_1_NEXT
SKIP_0_1_D2,#,#,R,SKIP_0_1_D2
SKIP_0_1_D2,C0,C0,R,SKIP_0_1_D2
SKIP_0_1_D2,C1,C1,R,SKIP_0_1_D2
SKIP_0_1_D2,A0,A0,R,SKIP_0_1_D2
SKIP_0_1_D2,A1,A1,R,SKIP_0_1_D2
SKIP_0_1_D2,N,N,R,SKIP_0_1_D2
SKIP_0_1_D2,X,X,R,SKIP_0_1_D2
SKIP_0_1_D2,T,T,R,SKIP_0_1_D2
SKIP_0_1_D2,Z,Z,R,SKIP_0_1_D2
SKIP_0_1_D2,hL,hL,R,SKIP_0_1_D2
SKIP_0_1_D2,hb,hb,R,SKIP_0_1_D2
SKIP_0_1_D2,h0,h0,R,SKIP_0_1_D2
SKIP_0_1_D2,h1,h1,R,SKIP_0_1_D2
SKIP_0_1_NEXT,B,B,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,0,0,R,SELECT_W1_0
SKIP_0_1_NEXT,1,1,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,#,#,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,C0,C0,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,C1,C1,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,A0,A0,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,A1,A1,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,N,N,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,X,X,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,T,T,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,Z,Z,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,hL,hL,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,hb,hb,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,h0,h0,R,SKIP_0_1_NEXT
SKIP_0_1_NEXT,h1,h1,R,SKIP_0_1_NEXT
SKIP_0_1_W1,B,B,R,SKIP_0_1_W1
SKIP_0_1_W1,0,0,R,SKIP_0_1_W2
SKIP_0_1_W1,1,1,R,SKIP_0_1_W2
SKIP_0_1_W1,#,#,R,SKIP_0_1_W1
SKIP_0_1_W1,C0,C0,R,SKIP_0_1_W1
SKIP_0_1_W1,C1,C1,R,SKIP_0_1_W1
SKIP_0_1_W1,A0,A0,R,SKIP_0_1_W1
SKIP_0_1_W1,A1,A1,R,SKIP_0_1_W1
SKIP_0_1_W1,N,N,R,SKIP_0_1_W1
SKIP_0_1_W1,X,X,R,SKIP_0_1_W1
SKIP_0_1_W1,T,T,R,SKIP_0_1_W1
SKIP_0_1_W1,Z,Z,R,SKIP_0_1_W1
SKIP_0_1_W1,hL,hL,R,SKIP_0_1_W1
SKIP_0_1_W1,hb,hb,R,SKIP_0_1_W1
SKIP_0_1_W1,h0,h0,R,SKIP_0_1_W1
SKIP_0_1_W1,h1,h1,R,SKIP_0_1_W1
SKIP_0_1_W2,B,B,R,SKIP_0_1_W2
SKIP_0_1_W2,0,0,R,SKIP_0_1_D1
SKIP_0_1_W2,1,1,R,SKIP_0_1_D1
SKIP_0_1_W2,#,#,R,SKIP_0_1_W2
SKIP_0_1_W2,C0,C0,R,SKIP_0_1_W2
SKIP_0_1_W2,C1,C1,R,SKIP_0_1_W2
SKIP_0_1_W2,A0,A0,R,SKIP_0_1_W2
SKIP_0_1_W2,A1,A1,R,SKIP_0_1_W2
SKIP_0_1_W2,N,N,R,SKIP_0_1_W2
SKIP_0_1_W2,X,X,R,SKIP_0_1_W2
SKIP_0_1_W2,T,T,R,SKIP_0_1_W2
SKIP_0_1_W2,Z,Z,R,SKIP_0_1_W2
SKIP_0_1_W2,hL,hL,R,SKIP_0_1_W2
SKIP_0_1_W2,hb,hb,R,SKIP_0_1_W2
SKIP_0_1_W2,h0,h0,R,SKIP_0_1_W2
SKIP_0_1_W2,h1,h1,R,SKIP_0_1_W2
SKIP_0_2_D1,B,B,R,SKIP_0_2_D1
SKIP_0_2_D1,0,0,R,SKIP_0_2_D2
SKIP_0_2_D1,1,1,R,SKIP_0_2_D2
SKIP_0_2_D1,#,#,R,SKIP_0_2_D1
SKIP_0_2_D1,C0,C0,R,SKIP_0_2_D1
SKIP_0_2_D1,C1,C1,R,SKIP_0_2_D1
SKIP_0_2_D1,A0,A0,R,SKIP_0_2_D1
SKIP_0_2_D1,A1,A1,R,SKIP_0_2_D1
SKIP_0_2_D1,N,N,R,SKIP_0_2_D1
SKIP_0_2_D1,X,X,R,SKIP_0_2_D1
SKIP_0_2_D1,T,T,R,SKIP_0_2_D1
SKIP_0_2_D1,Z,Z,R,SKIP_0_2_D1
SKIP_0_2_D1,hL,hL,R,SKIP_0_2_D1
SKIP_0_2_D1,hb,hb,R,SKIP_0_2_D1
SKIP_0_2_D1,h0,h0,R,SKIP_0_2_D1
SKIP_0_2_D1,h1,h1,R,SKIP_0_2_D1
SKIP_0_2_D2,B,B,R,SKIP_0_2_D2
SKIP_0_2_D2,0,0,R,SKIP_0_2_NEXT
SKIP_0_2_D2,1,1,R,SKIP_0_2_NEXT
SKIP_0_2_D2,#,#,R,SKIP_0_2_D2
SKIP_0_2_D2,C0,C0,R,SKIP_0_2_D2
SKIP_0_2_D2,C1,C1,R,SKIP_0_2_D2
SKIP_0_2_D2,A0,A0,R,SKIP_0_2_D2
SKIP_0_2_D2,A1,A1,R,SKIP_0_2_D2
SKIP_0_2_D2,N,N,R,SKIP_0_2_D2
SKIP_0_2_D2,X,X,R,SKIP_0_2_D2
SKIP_0_2_D2,T,T,R,SKIP_0_2_D2
SKIP_0_2_D2,Z,Z,R,SKIP_0_2_D2
SKIP_0_2_D2,hL,hL,R,SKIP_0_2_D2
SKIP_0_2_D2,hb,hb,R,SKIP_0_2_D2
SKIP_0_2_D2,h0,h0,R,SKIP_0_2_D2
SKIP_0_2_D2,h1,h1,R,SKIP_0_2_D2
SKIP_0_2_NEXT,B,B,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,0,0,R,SKIP_0_1_W1
SKIP_0_2_NEXT,1,1,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,#,#,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,C0,C0,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,C1,C1,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,A0,A0,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,A1,A1,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,N,N,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,X,X,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,T,T,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,Z,Z,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,hL,hL,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,hb,hb,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,h0,h0,R,SKIP_0_2_NEXT
SKIP_0_2_NEXT,h1,h1,R,SKIP_0_2_NEXT
SKIP_0_2_W1,B,B,R,SKIP_0_2_W1
SKIP_0_2_W1,0,0,R,SKIP_0_2_W2
SKIP_0_2_W1,1,1,R,SKIP_0_2_W2
SKIP_0_2_W1,#,#,R,SKIP_0_2_W1
SKIP_0_2_W1,C0,C0,R,SKIP_0_2_W1
SKIP_0_2_W1,C1,C1,R,SKIP_0_2_W1
