state,read,write,move,next_state
TARGET_DONE_TO_LEFT,X,X,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,T,T,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,Z,Z,L,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,hL,hL,R,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,hb,hb,R,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,h0,h0,R,TARGET_DONE_TO_LEFT
TARGET_DONE_TO_LEFT,h1,h1,R,TARGET_DONE_TO_LEFT
TARGET_FIND_PROGRAM_LEFT,B,B,R,TARGET_MARK_CANDIDATE
TARGET_FIND_PROGRAM_LEFT,0,0,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,1,1,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,#,#,R,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,C0,0,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,C1,1,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,A0,A0,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,A1,A1,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,N,N,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,X,X,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,T,T,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,Z,Z,L,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,hL,hL,R,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,hb,hb,R,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,h0,h0,R,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_PROGRAM_LEFT,h1,h1,R,TARGET_FIND_PROGRAM_LEFT
TARGET_FIND_TERM,B,B,R,TARGET_FIND_TERM
TARGET_FIND_TERM,0,0,L,TARGET_FIND_TERM
TARGET_FIND_TERM,1,1,L,TARGET_FIND_TERM
TARGET_FIND_TERM,#,#,R,TARGET_FIND_TERM
TARGET_FIND_TERM,C0,C0,L,TARGET_FIND_TERM
TARGET_FIND_TERM,C1,C1,L,TARGET_FIND_TERM
TARGET_FIND_TERM,A0,A0,L,TARGET_FIND_TERM
TARGET_FIND_TERM,A1,A1,L,TARGET_FIND_TERM
TARGET_FIND_TERM,N,N,L,TARGET_FIND_TERM
TARGET_FIND_TERM,X,X,L,TARGET_FIND_TERM
TARGET_FIND_TERM,T,T,L,TARGET_CONSUME
TARGET_FIND_TERM,Z,Z,L,TARGET_FIND_TERM
TARGET_FIND_TERM,hL,hL,R,TARGET_FIND_TERM
TARGET_FIND_TERM,hb,hb,R,TARGET_FIND_TERM
TARGET_FIND_TERM,h0,h0,R,TARGET_FIND_TERM
TARGET_FIND_TERM,h1,h1,R,TARGET_FIND_TERM
TARGET_MARK_CANDIDATE,B,B,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,0,A0,R,TARGET_TO_BOUNDARY
TARGET_MARK_CANDIDATE,1,A1,R,TARGET_TO_BOUNDARY
TARGET_MARK_CANDIDATE,#,#,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,C0,C0,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,C1,C1,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,A0,A0,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,A1,A1,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,N,N,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,X,X,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,T,T,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,Z,Z,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,hL,hL,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,hb,hb,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,h0,h0,R,TARGET_MARK_CANDIDATE
TARGET_MARK_CANDIDATE,h1,h1,R,TARGET_MARK_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,B,B,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,0,A0,R,TARGET_TO_BOUNDARY
TARGET_MARK_NEXT_CANDIDATE,1,A1,R,TARGET_TO_BOUNDARY
TARGET_MARK_NEXT_CANDIDATE,#,#,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,C0,C0,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,C1,C1,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,A0,A0,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,A1,A1,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,N,N,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,X,X,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,T,T,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,Z,Z,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,hL,hL,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,hb,hb,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,h0,h0,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MARK_NEXT_CANDIDATE,h1,h1,R,TARGET_MARK_NEXT_CANDIDATE
TARGET_MORE_FIND_A,B,B,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,0,0,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,1,1,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,#,#,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,C0,C0,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,C1,C1,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,A0,0,R,ADV_R1_W2
TARGET_MORE_FIND_A,A1,1,R,ADV_R1_W2
TARGET_MORE_FIND_A,N,N,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,X,X,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,T,T,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,Z,Z,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,hL,hL,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,hb,hb,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,h0,h0,R,TARGET_MORE_FIND_A
TARGET_MORE_FIND_A,h1,h1,R,TARGET_MORE_FIND_A
TARGET_MORE_TO_LEFT,B,B,R,TARGET_MORE_FIND_A
TARGET_MORE_TO_LEFT,0,0,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,1,1,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,#,#,R,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,C0,C0,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,C1,C1,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,A0,A0,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,A1,A1,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,N,N,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,X,X,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,T,T,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,Z,Z,L,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,hL,hL,R,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,hb,hb,R,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,h0,h0,R,TARGET_MORE_TO_LEFT
TARGET_MORE_TO_LEFT,h1,h1,R,TARGET_MORE_TO_LEFT
TARGET_RESTORE_JUMP,B,B,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,0,0,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,1,1,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,#,#,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,C0,C0,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,C1,C1,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,A0,A0,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,A1,A1,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,N,N,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,X,1,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,T,0,L,TARGET_DONE_TO_LEFT
TARGET_RESTORE_JUMP,Z,Z,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,hL,hL,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,hb,hb,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,h0,h0,R,TARGET_RESTORE_JUMP
TARGET_RESTORE_JUMP,h1,h1,R,TARGET_RESTORE_JUMP
TARGET_TO_BOUNDARY,B,B,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,0,0,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,1,1,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,#,#,L,TARGET_FIND_TERM
TARGET_TO_BOUNDARY,C0,C0,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,C1,C1,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,A0,A0,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,A1,A1,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,N,N,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,X,X,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,T,T,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,Z,Z,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,hL,hL,L,TARGET_FIND_TERM
TARGET_TO_BOUNDARY,hb,hb,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,h0,h0,R,TARGET_TO_BOUNDARY
TARGET_TO_BOUNDARY,h1,h1,R,TARGET_TO_BOUNDARY
UPDATE_BACK_HASH_DATA,B,B,L,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,0,0,L,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,1,1,L,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,#,#,L,RESOLVE_NEXT
UPDATE_BACK_HASH_DATA,C0,C0,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,C1,C1,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,A0,A0,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,A1,A1,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,N,N,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,X,X,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,T,T,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,Z,Z,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,hL,hL,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,hb,hb,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,h0,h0,R,UPDATE_BACK_HASH_DATA
UPDATE_BACK_HASH_DATA,h1,h1,R,UPDATE_BACK_HASH_DATA
UPDATE_FIND_0_L,B,B,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,0,0,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,1,1,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,#,#,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,C0,C0,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,C1,C1,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,A0,A0,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,A1,A1,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,N,N,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,X,X,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,T,T,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,Z,Z,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,hL,hL,R,UPDATE_FIND_0_L
UPDATE_FIND_0_L,hb,0,L,MARK_LEFT_HEAD
UPDATE_FIND_0_L,h0,0,L,MARK_LEFT_HEAD
UPDATE_FIND_0_L,h1,0,L,MARK_LEFT_HEAD
UPDATE_FIND_0_R,B,B,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,0,0,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,1,1,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,#,#,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,C0,C0,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,C1,C1,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,A0,A0,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,A1,A1,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,N,N,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,X,X,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,T,T,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,Z,Z,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,hL,hL,R,UPDATE_FIND_0_R
UPDATE_FIND_0_R,hb,0,R,MARK_RIGHT_HEAD
UPDATE_FIND_0_R,h0,0,R,MARK_RIGHT_HEAD
UPDATE_FIND_0_R,h1,0,R,MARK_RIGHT_HEAD
UPDATE_FIND_0_S,B,B,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,0,0,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,1,1,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,#,#,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,C0,C0,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,C1,C1,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,A0,A0,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,A1,A1,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,N,N,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,X,X,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,T,T,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,Z,Z,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,hL,hL,R,UPDATE_FIND_0_S
UPDATE_FIND_0_S,hb,h0,L,UPDATE_BACK_HASH_DATA
UPDATE_FIND_0_S,h0,h0,L,UPDATE_BACK_HASH_DATA
UPDATE_FIND_0_S,h1,h0,L,UPDATE_BACK_HASH_DATA
UPDATE_FIND_1_L,B,B,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,0,0,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,1,1,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,#,#,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,C0,C0,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,C1,C1,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,A0,A0,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,A1,A1,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,N,N,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,X,X,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,T,T,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,Z,Z,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,hL,hL,R,UPDATE_FIND_1_L
UPDATE_FIND_1_L,hb,1,L,MARK_LEFT_HEAD
UPDATE_FIND_1_L,h0,1,L,MARK_LEFT_HEAD
UPDATE_FIND_1_L,h1,1,L,MARK_LEFT_HEAD
UPDATE_FIND_1_R,B,B,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,0,0,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,1,1,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,#,#,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,C0,C0,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,C1,C1,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,A0,A0,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,A1,A1,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,N,N,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,X,X,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,T,T,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,Z,Z,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,hL,hL,R,UPDATE_FIND_1_R
UPDATE_FIND_1_R,hb,1,R,MARK_RIGHT_HEAD
UPDATE_FIND_1_R,h0,1,R,MARK_RIGHT_HEAD
UPDATE_FIND_1_R,h1,1,R,MARK_RIGHT_HEAD
UPDATE_FIND_1_S,B,B,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,0,0,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,1,1,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,#,#,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,C0,C0,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,C1,C1,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,A0,A0,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,A1,A1,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,N,N,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,X,X,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,T,T,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,Z,Z,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,hL,hL,R,UPDATE_FIND_1_S
UPDATE_FIND_1_S,hb,h1,L,UPDATE_BACK_HASH_DATA
UPDATE_FIND_1_S,h0,h1,L,UPDATE_BACK_HASH_DATA
UPDATE_FIND_1_S,h1,h1,L,UPDATE_BACK_HASH_DATA
UPDATE_FIND_B_L,B,B,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,0,0,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,1,1,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,#,#,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,C0,C0,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,C1,C1,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,A0,A0,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,A1,A1,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,N,N,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,X,X,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,T,T,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,Z,Z,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,hL,hL,R,UPDATE_FIND_B_L
UPDATE_FIND_B_L,hb,B,L,MARK_LEFT_HEAD
UPDATE_FIND_B_L,h0,B,L,MARK_LEFT_HEAD
UPDATE_FIND_B_L,h1,B,L,MARK_LEFT_HEAD
UPDATE_FIND_B_R,B,B,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,0,0,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,1,1,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,#,#,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,C0,C0,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,C1,C1,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,A0,A0,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,A1,A1,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,N,N,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,X,X,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,T,T,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,Z,Z,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,hL,hL,R,UPDATE_FIND_B_R
UPDATE_FIND_B_R,hb,B,R,MARK_RIGHT_HEAD
UPDATE_FIND_B_R,h0,B,R,MARK_RIGHT_HEAD
UPDATE_FIND_B_R,h1,B,R,MARK_RIGHT_HEAD
UPDATE_FIND_B_S,B,B,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,0,0,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,1,1,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,#,#,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,C0,C0,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,C1,C1,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,A0,A0,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,A1,A1,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,N,N,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,X,X,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,T,T,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,Z,Z,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,hL,hL,R,UPDATE_FIND_B_S
UPDATE_FIND_B_S,hb,hb,L,UPDATE_BACK_HASH_DATA
UPDATE_FIND_B_S,h0,hb,L,UPDATE_BACK_HASH_DATA
UPDATE_FIND_B_S,h1,hb,L,UPDATE_BACK_HASH_DATA
